category,code,name,gender,image,product_url,price,sub_category
shoes,812654-414,Nike Tanjun,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/812654_414_A_PREM/tanjun-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/tanjun-mens-shoe/pid-10869060/pgid-11274308,$65,lifestyle
shoes,747140-007,Nike F.C. Free Hypervenom 2,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/747140_007_A_PREM/fc-free-hypervenom-2-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/fc-free-hypervenom-2-mens-shoe/pid-11241823/pgid-10978235,$140,lifestyle
shoes,844626-004,Nike Zoom Mercurial Flyknit,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/844626_004_A_PREM/zoom-mercurial-flyknit-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-mercurial-flyknit-mens-shoe/pid-11246699/pgid-11149192,$200,lifestyle
shoes,852614-401,Nike Lunar Magista II Flyknit,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/852614_401_A_PREM/lunar-magista-ii-flyknit-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/lunar-magista-ii-flyknit-mens-shoe/pid-11242088/pgid-11208034,$200,lifestyle
shoes,876385-001,Nike Lunar Magista II Flyknit FC,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/876385_001_A_PREM/lunar-magista-ii-flyknit-fc-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/lunar-magista-ii-flyknit-fc-mens-shoe/pid-11242260/pgid-11354465,$200,lifestyle
shoes,833579-102,Nike Shox NZ SE,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/833579_102_A_PREM/shox-nz-se-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/shox-nz-se-mens-shoe/pid-11241907/pgid-11297640,$125,lifestyle
shoes,555305-008,Nike Air Berwuda,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/555305_008_A_PREM/air-berwuda-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-berwuda-mens-shoe/pid-11241765/pgid-11088745,$110,lifestyle
shoes,876135-002,Nike Air Vortex 17,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/876135_002_A_PREM/air-vortex-17-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-vortex-17-mens-shoe/pid-11242250/pgid-11619146,$100,lifestyle
shoes,844978-701,Nike Air Berwuda Premium,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/844978_701_A_PREM/air-berwuda-premium-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-berwuda-premium-mens-shoe/pid-11242029/pgid-11464908,$120,lifestyle
shoes,344082-413,Nike Air Pegasus 89 ND,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/344082_413_A_PREM/air-pegasus-89-nd-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-pegasus-89-nd-mens-shoe/pid-11241726/pgid-11166085,$95,lifestyle
shoes,876873-400,Nike Classic Cortez Nylon Premium,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/876873_400_A_PREM/classic-cortez-nylon-premium-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/classic-cortez-nylon-premium-mens-shoe/pid-11253588/pgid-11464962,$80,lifestyle
shoes,511881-666,Nike Roshe One,mens,http://images.nike.com/is/image/DotCom/511881_A_V2?&$img=511881_666_A_PREM&$PDP_HERO$,http://store.nike.com/us/en_us/pd/roshe-one-mens-shoe/pid-10348281/pgid-943980,$75,lifestyle
shoes,816548-100,Nike Mayfly Premium,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/816548_100_A_PREM/mayfly-premium-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/mayfly-premium-mens-shoe/pid-11246629/pgid-11464902,$110,lifestyle
shoes,876390-001,Nike Tennis Classic Ultra,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/876390_001_A_PREM/tennis-classic-ultra-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/tennis-classic-ultra-mens-shoe/pid-11242261/pgid-11464912,$100,lifestyle
shoes,,CONVERSE CUSTOM CHUCK TAYLOR ALL STAR LEATHER LOW TOP,mens,"http://render-preview.nike.com/ir/render/nikeidrender/chuTayOXLea1016_v1?obj=/s/shadow/shad&color=000000&show&obj=/s/g1&color=874a23&show&obj=/s/g2&color=874a23&show&obj=/s/g3&color=221e1f&show&obj=/s/g4&color=221e1f&show&obj=/s/g9&color=221e1f&show&obj=/s/g10&color=eae7df&show&obj=/s/g11&color=221e1f&show&obj=/s/g12/stitch&color=874a23&show&obj=/s/g13&color=221e1f&show&obj=/s/g14&color=eae7df&show&obj=/s/g18/dull&color=221e1f&show&obj=/s/g19&color=221e1f&show&obj=/s/g20/tonbase&color=221e1f&show&obj=/s/g21&color=221e1f&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/custom-converse-chuck-taylor-leather-low-top-shoe/?piid=43005&pbid=434009552#?pbid=434009552,$100,lifestyle
shoes,,CONVERSE CUSTOM CHUCK TAYLOR ALL STAR LEATHER HIGH TOP,mens,"http://render-preview.nike.com/ir/render/nikeidrender/chuTayHiLea1016_v1?obj=/s/shadow/shad&color=000000&show&obj=/s/g1&color=874a23&show&obj=/s/g2&color=874a23&show&obj=/s/g3&color=221e1f&show&obj=/s/g4&color=221e1f&show&obj=/s/g9&color=221e1f&show&obj=/s/g10&color=eae7df&show&obj=/s/g11&color=221e1f&show&obj=/s/g12/stitch&color=874a23&show&obj=/s/g13&color=221e1f&show&obj=/s/g14&color=eae7df&show&obj=/s/g18/dull&color=221e1f&show&obj=/s/g19&color=221e1f&show&obj=/s/g20&color=221e1f&show&obj=/s/g21&color=221e1f&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/custom-converse-chuck-taylor-leather-high-top-shoe/?piid=43001&pbid=631645880#?pbid=631645880,$100,lifestyle
shoes,155502C-102,Converse Chuck II Gum Low Top,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/155502C_102_A_PREM/converse-chuck-ii-gum-low-top-unisex-shoe.jpg,http://store.nike.com/us/en_us/pd/converse-chuck-ii-gum-low-top-unisex-shoe/pid-11587809/pgid-11816655,$75,lifestyle
shoes,155497C-102,Converse Chuck II Gum High Top,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/155497C_102_A_PREM/converse-chuck-ii-gum-high-top-unisex-shoe.jpg,http://store.nike.com/us/en_us/pd/converse-chuck-ii-gum-high-top-unisex-shoe/pid-11587805/pgid-11816654,$80,lifestyle
shoes,M5039-006,Converse Chuck Taylor All Star Low Top,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/M5039_006_A_PREM/converse-chuck-taylor-all-star-low-top-unisex-shoe.jpg,http://store.nike.com/us/en_us/pd/converse-chuck-taylor-all-star-low-top-unisex-shoe/pid-11214170/pgid-11593147,$50,lifestyle
shoes,M3310-006,Converse Chuck Taylor All Star High Top,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/M3310_006_A_PREM/converse-chuck-taylor-all-star-high-top-unisex-shoe.jpg,http://store.nike.com/us/en_us/pd/converse-chuck-taylor-all-star-high-top-unisex-shoe/pid-11214168/pgid-11593146,$55,lifestyle
shoes,875841-100,Nike Air Huarache Ultra SE,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/875841_100_A_PREM/air-huarache-ultra-se-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-huarache-ultra-se-mens-shoe/pid-11242197/pgid-11464922,$130,lifestyle
shoes,537384-068,Nike Air Max 90 Essential,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/537384_068_A_PREM/air-max-90-essential-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-90-essential-mens-shoe/pid-11380290/pgid-656159,$110,lifestyle
shoes,819803-005,Nike Darwin,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/819803_005_A_PREM/darwin-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/darwin-mens-shoe/pid-11253505/pgid-11464820,$80,lifestyle
shoes,848187-600,Nike Air Presto Essential,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/848187_600_A_PREM/air-presto-essential-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-presto-essential-mens-shoe/pid-11242046/pgid-11166280,$120,lifestyle
shoes,875679-600,Nike Air Max 1 Ultra 2.0 Essential,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/875679_600_A_PREM/air-max-1-ultra-2-essential-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-1-ultra-2-essential-mens-shoe/pid-11241121/pgid-11464915,$120,lifestyle
shoes,875695-100,Nike Air Max 90 Ultra 2.0 Essential,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/875695_100_A_PREM/air-max-90-ultra-2-essential-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-90-ultra-2-essential-mens-shoe/pid-11242182/pgid-11464954,$120,lifestyle
shoes,844874-402,Nike Air Max Modern Essential,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/844874_402_A_PREM/air-max-modern-essential-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-modern-essential-mens-shoe/pid-11240957/pgid-11464968,$90,lifestyle
shoes,876070-600,Nike Air Max Zero Essential,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/876070_600_A_PREM/air-max-zero-essential-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-zero-essential-mens-shoe/pid-11242236/pgid-11296520,$130,lifestyle
shoes,881982-600,Nike Air Max Zero Premium,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/881982_600_A_PREM/air-max-zero-premium-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-zero-premium-mens-shoe/pid-11242338/pgid-11464911,$150,lifestyle
shoes,881988-002,Nike Aptare SE,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/881988_002_A_PREM/aptare-se-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/aptare-se-mens-shoe/pid-11246898/pgid-11464951,$100,lifestyle
shoes,844656-001,Nike Roshe Two,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/844656_001_A_PREM/roshe-two-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/roshe-two-mens-shoe/pid-11056820/pgid-11495756,$90,lifestyle
shoes,844833-007,Nike Roshe Two Flyknit,mens,http://images.nike.com/is/image/DotCom/844833_A_V1?&$img=844833_007_A_PREM&$PDP_HERO$,http://store.nike.com/us/en_us/pd/roshe-two-flyknit-mens-shoe/pid-11246729/pgid-11148694,$130,lifestyle
shoes,864022-001,Nike Hyperdunk Low Lux,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/864022_001_A_PREM/hyperdunk-low-lux-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/hyperdunk-low-lux-mens-shoe/pid-11255972/pgid-11464926,$130,lifestyle
shoes,864018-001,Nike Air Penny IV,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/864018_001_A_PREM/air-penny-iv-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-penny-iv-mens-shoe/pid-11253206/pgid-11464959,$160,lifestyle
shoes,876267-001,Nike Zoom Spiridon Ultra,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/876267_001_A_PREM/zoom-spiridon-ultra-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-spiridon-ultra-mens-shoe/pid-11257297/pgid-11464970,$140,lifestyle
shoes,862749-003,Nike Air Presto Utility,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/862749_003_A_PREM/air-presto-utility-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-presto-utility-mens-shoe/pid-11242138/pgid-11296517,$130,lifestyle
shoes,819686-402,Nike Sock Dart,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/819686_402_A_PREM/sock-dart-unisex-shoe.jpg,http://store.nike.com/us/en_us/pd/sock-dart-unisex-shoe/pid-11303074/pgid-10973982,$130,lifestyle
shoes,819685-800,Nike Air Huarache Ultra,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/819685_800_A_PREM/air-huarache-ultra-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-huarache-ultra-mens-shoe/pid-11241873/pgid-10973990,$120,lifestyle
shoes,315121-115,Nike Air Force 1 High 07,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/315121_115_A_PREM/air-force-1-high-07-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-force-1-high-07-mens-shoe/pid-10036069/pgid-11880185,$100,lifestyle
shoes,848132-100,Nike Air Presto,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/848132_100_A_PREM/air-presto-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-presto-mens-shoe/pid-11096036/pgid-11159639,$120,lifestyle
shoes,874775-001,Nike Blazer Advanced,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/874775_001_A_PREM/blazer-advanced-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/blazer-advanced-mens-shoe/pid-11293881/pgid-11621635,$150,lifestyle
shoes,315122-111,Nike Air Force 1,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/315122_111_A_PREM/air-force-1-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-force-1-mens-shoe/pid-10005903/pgid-404309,$90,lifestyle
shoes,718152-017,Nike Air Force 1 07 LV8,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/718152_017_A_PREM/air-force-1-07-lv8-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-force-1-07-lv8-mens-shoe/pid-11241812/pgid-11880186,$100,lifestyle
shoes,817420-601,Nike Air Force 1 Ultra Flyknit,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/817420_601_A_PREM/air-force-1-ultra-flyknit-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-force-1-ultra-flyknit-mens-shoe/pid-11241851/pgid-11867784,$150,lifestyle
shoes,315123-033,Nike Air Force 1 Mid 07,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/315123_033_A_PREM/air-force-1-mid-07-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-force-1-mid-07-mens-shoe/pid-10365569/pgid-933471,$95,lifestyle
shoes,859553-002,Nike Sock Dart SE Premium,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/859553_002_A_PREM/sock-dart-se-premium-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/sock-dart-se-premium-mens-shoe/pid-11246821/pgid-11296492,$140,lifestyle
shoes,882018-002,Nike Internationalist Premium SE,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/882018_002_A_PREM/internationalist-premium-se-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/internationalist-premium-se-mens-shoe/pid-11246910/pgid-11464923,$110,lifestyle
shoes,875845-001,Nike Air Max 1 Ultra 2.0 SE,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/875845_001_A_PREM/air-max-1-ultra-2-se-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-1-ultra-2-se-mens-shoe/pid-11241126/pgid-11464921,$140,lifestyle
shoes,876005-002,Nike Air Max 90 Ultra 2.0 SE,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/876005_002_A_PREM/air-max-90-ultra-2-se-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-max-90-ultra-2-se-mens-shoe/pid-11242210/pgid-11464907,$140,lifestyle
shoes,805899-101,Nike Lunar Force 1 Duckboot,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/805899_101_A_PREM/lunar-force-1-duckboot-mens-boot.jpg,http://store.nike.com/us/en_us/pd/lunar-force-1-duckboot-mens-boot/pid-11251166/pgid-10338432,$165,lifestyle
shoes,923619-001,Nike LunarCharge Essential,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/923619_001_A_PREM/lunarcharge-essential-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/lunarcharge-essential-mens-shoe/pid-11614883/pgid-11820259,$110,lifestyle
shoes,881987-001,Nike Roshe Two Leather Premium,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/881987_001_A_PREM/roshe-two-leather-premium-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/roshe-two-leather-premium-mens-shoe/pid-11246889/pgid-11867785,$130,lifestyle
shoes,845052-200,Nike Air Force 1 UltraForce Leather,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/845052_200_A_PREM/air-force-1-ultraforce-leather-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-force-1-ultraforce-leather-mens-shoe/pid-11254737/pgid-11464934,$100,lifestyle
shoes,864014-001,Nike Air Force 1 UltraForce Mid,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/864014_001_A_PREM/air-force-1-ultraforce-mid-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-force-1-ultraforce-mid-mens-shoe/pid-11242144/pgid-11464952,$110,lifestyle
shoes,318429-033,Nike Air Huarache,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/318429_033_A_PREM/air-huarache-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-huarache-mens-shoe/pid-11380280/pgid-10978234,$110,lifestyle
shoes,844695-002,Nike Air Zoom Talaria '16 SP,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/844695_002_A_PREM/air-zoom-talaria-16-sp-mens-shoe.jpg,http://store.nike.com/us/en_us/pd/air-zoom-talaria-16-sp-mens-shoe/pid-11240939/pgid-11464967,$140,lifestyle
shoes,832234-100,Nike Zoom Ascention,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/832234_100_A_PREM/zoom-ascention-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-ascention-mens-basketball-shoe/pid-10947757/pgid-11796186,$54.97,basketball
shoes,854551-417,Jordan Extra.Fly,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/854551_417_A_PREM/jordan-extrafly-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/jordan-extrafly-mens-basketball-shoe/pid-11157313/pgid-11917952,$89.97,basketball
shoes,844589-010,KD Trey 5 IV Premium,mens,http://images.nike.com/is/image/DotCom/844589_A_V1?&$img=844589_010_A_PREM&$PDP_HERO$,http://store.nike.com/us/en_us/pd/kd-trey-5-iv-premium-mens-basketball-shoe/pid-11056705/pgid-11917433,$99.97,basketball
shoes,831925-001,LeBron XIII Low,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/831925_001_A_PREM/lebron-xiii-low-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/lebron-xiii-low-mens-basketball-shoe/pid-11054673/pgid-11917408,$119.97,basketball
shoes,843392-002,Nike Zoom KD 9,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/843392_002_A_PREM/zoom-kd-9-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-kd-9-mens-basketball-shoe/pid-11156111/pgid-11820102,$129.97,basketball
shoes,844378-102,Nike Zoom LeBron Soldier 10 SFG,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/844378_102_A_PREM/zoom-lebron-soldier-10-sfg-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-lebron-soldier-10-sfg-mens-basketball-shoe/pid-11270881/pgid-11918165,$104.97,basketball
shoes,844378-022,Nike Zoom LeBron Soldier 10 SFG,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/844378_022_A_PREM/zoom-lebron-soldier-10-sfg-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/zoom-lebron-soldier-10-sfg-mens-basketball-shoe/pid-11156293/pgid-11796565,$119.97,basketball
shoes,822675-001,Kobe XI Elite,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/822675_001_A_PREM/kobe-xi-elite-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/kobe-xi-elite-mens-basketball-shoe/pid-11155696/pgid-11917945,$159.97,basketball
shoes,881571-015,Jordan Super.Fly 5 PO,mens,http://images.nike.com/is/image/DotCom/PDP_HERO/881571_015_A_PREM/jordan-superfly-5-po-mens-basketball-shoe.jpg,http://store.nike.com/us/en_us/pd/jordan-superfly-5-po-mens-basketball-shoe/pid-11258529/pgid-11463644,$140,basketball
shoes,,KOBE A.D. iD,mens,"http://render-preview.nike.com/ir/render/nikeidrender/kobe12master_v1?obj=/s/shadow/shad&color=000000&show&obj=/s/g1&color=1d1d1d&show&obj=/s/g4/solid&color=1d1d1d&show&obj=/s/g5/solid&color=141414&show&obj=/s/g6&color=141414&show&obj=/s/g7/solid&color=454a4f&show&obj=/s/g8/clear&color=141414&show&obj=/s/g9/solid&color=1d1d1d&show&obj=/s/g10/solid&color=141414&show&obj=/s/g11&color=141414&show&obj=/s/g12&color=141414&show&obj=/s/g13/solid&color=141414&show&obj=/s/g15&color=141414&show&obj=/s/g16/gold&show&obj=/s/g18/solid&color=535559&show&obj=/s/g19&color=141414&show&obj=/s/g20/solid&color=141414&show&obj=/s/g21&color=535559&show&obj=/s/g22&color=535559&show&obj=/s&req=object&fmt=png-alpha&sharpen=1&op_usm=0.5,1.2,0&posN=0,-0.1&fmt=png-alpha&wid=640",http://store.nike.com/us/en_us/product/kobe-ad-id/?piid=43427&pbid=855695741#?pbid=855695741,$205,basketball
